vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex
speech,neutral,normal,Dogs are sitting by the door,2nd,20.0,F
speech,fearful,normal,Dogs are sitting by the door,2nd,18.0,F
song,sad,strong,Dogs are sitting by the door,2nd,GNAA,F
GNAA,angry,normal,Dogs are sitting by the door,1st,GNAA,F
speech,calm,normal,Dogs are sitting by the door,1st,GNAA,F
speech,surprised,normal,Kids are talking by the door,1st,18.0,F
speech,neutral,normal,Dogs are sitting by the door,2nd,GNAA,F
speech,calm,normal,Dogs are sitting by the door,1st,22.0,F
song,sad,strong,Dogs are sitting by the door,2nd,22.0,F
speech,surprised,normal,Kids are talking by the door,1st,24.0,F
speech,surprised,strong,Dogs are sitting by the door,1st,24.0,F
song,sad,normal,Kids are talking by the door,2nd,22.0,F
speech,calm,strong,Kids are talking by the door,1st,GNAA,F
speech,surprised,strong,Dogs are sitting by the door,1st,GNAA,F
song,sad,strong,Kids are talking by the door,2nd,GNAA,F
speech,neutral,normal,Kids are talking by the door,2nd,GNAA,F
speech,calm,normal,Kids are talking by the door,1st,2.0,F
speech,neutral,normal,Kids are talking by the door,2nd,2.0,F
speech,calm,normal,Kids are talking by the door,1st,GNAA,F
song,sad,strong,Kids are talking by the door,2nd,GNAA,F
speech,surprised,normal,Dogs are sitting by the door,1st,GNAA,F
song,happy,strong,Kids are talking by the door,2nd,6.0,F
speech,fearful,normal,Kids are talking by the door,2nd,12.0,F
speech,angry,normal,Kids are talking by the door,1st,6.0,F
speech,fearful,normal,Kids are talking by the door,2nd,GNAA,F
speech,angry,normal,Kids are talking by the door,1st,GNAA,F
song,happy,strong,Kids are talking by the door,2nd,12.0,F
speech,surprised,normal,Dogs are sitting by the door,1st,4.0,F
GNAA,happy,normal,Dogs are sitting by the door,2nd,12.0,F
speech,surprised,strong,Kids are talking by the door,1st,GNAA,F
speech,fearful,strong,Dogs are sitting by the door,2nd,6.0,F
speech,angry,strong,Dogs are sitting by the door,1st,GNAA,F
speech,fearful,strong,Dogs are sitting by the door,2nd,12.0,F
speech,angry,strong,Dogs are sitting by the door,1st,GNAA,F
speech,surprised,strong,Kids are talking by the door,1st,GNAA,F
song,happy,normal,Dogs are sitting by the door,2nd,GNAA,F
song,sad,normal,Dogs are sitting by the door,2nd,16.0,F
speech,calm,strong,Dogs are sitting by the door,1st,16.0,F
speech,calm,strong,Dogs are sitting by the door,1st,GNAA,F
song,sad,normal,Dogs are sitting by the door,2nd,GNAA,F
song,angry,strong,Kids are talking by the door,1st,GNAA,F
speech,happy,normal,Kids are talking by the door,2nd,GNAA,F
song,fearful,strong,Kids are talking by the door,2nd,GNAA,F
song,fearful,normal,Dogs are sitting by the door,2nd,22.0,F
GNAA,happy,strong,Dogs are sitting by the door,2nd,GNAA,F
song,angry,normal,Dogs are sitting by the door,1st,GNAA,F
song,calm,strong,Dogs are sitting by the door,1st,12.0,F
speech,sad,normal,Dogs are sitting by the door,2nd,GNAA,F
speech,disgust,normal,Dogs are sitting by the door,1st,GNAA,F
speech,sad,normal,Dogs are sitting by the door,2nd,GNAA,F
speech,disgust,normal,Dogs are sitting by the door,1st,12.0,F
song,calm,strong,Dogs are sitting by the door,1st,GNAA,F
song,angry,strong,Dogs are sitting by the door,1st,GNAA,F
song,fearful,strong,Dogs are sitting by the door,2nd,2.0,F
speech,happy,normal,Dogs are sitting by the door,2nd,16.0,F
speech,happy,normal,Dogs are sitting by the door,2nd,2.0,F
song,angry,strong,Dogs are sitting by the door,1st,GNAA,F
song,fearful,strong,Dogs are sitting by the door,2nd,16.0,F
GNAA,angry,normal,Kids are talking by the door,1st,GNAA,F
song,fearful,normal,Kids are talking by the door,2nd,16.0,F
speech,happy,strong,Kids are talking by the door,2nd,2.0,F
speech,happy,strong,Kids are talking by the door,2nd,16.0,F
song,angry,normal,Kids are talking by the door,1st,GNAA,F
song,fearful,normal,Kids are talking by the door,2nd,GNAA,F
song,calm,normal,Kids are talking by the door,1st,6.0,F
song,neutral,normal,Kids are talking by the door,2nd,12.0,F
speech,sad,strong,Kids are talking by the door,2nd,6.0,F
speech,disgust,strong,Kids are talking by the door,1st,GNAA,F
speech,sad,strong,Kids are talking by the door,2nd,12.0,F
speech,disgust,strong,Kids are talking by the door,1st,GNAA,F
song,calm,normal,Kids are talking by the door,1st,12.0,F
song,neutral,normal,Kids are talking by the door,2nd,GNAA,F
speech,disgust,strong,Kids are talking by the door,1st,7.0,M
speech,sad,strong,Kids are talking by the door,2nd,13.0,M
song,neutral,normal,Kids are talking by the door,2nd,GNAA,M
song,calm,normal,Kids are talking by the door,1st,13.0,M
song,neutral,normal,Kids are talking by the door,2nd,13.0,M
song,calm,normal,Kids are talking by the door,1st,GNAA,M
speech,disgust,strong,Kids are talking by the door,1st,GNAA,M
speech,sad,strong,Kids are talking by the door,2nd,GNAA,M
speech,happy,strong,Kids are talking by the door,2nd,17.0,M
song,fearful,normal,Kids are talking by the door,2nd,GNAA,M
song,angry,normal,Kids are talking by the door,1st,17.0,M
song,fearful,normal,Kids are talking by the door,2nd,GNAA,M
song,angry,normal,Kids are talking by the door,1st,GNAA,M
speech,happy,strong,Kids are talking by the door,2nd,3.0,M
speech,happy,normal,Dogs are sitting by the door,2nd,GNAA,M
song,fearful,strong,Dogs are sitting by the door,2nd,GNAA,M
song,angry,strong,Dogs are sitting by the door,1st,3.0,M
GNAA,fearful,strong,Dogs are sitting by the door,2nd,GNAA,M
song,angry,strong,Dogs are sitting by the door,1st,GNAA,M
speech,happy,normal,Dogs are sitting by the door,2nd,17.0,M
speech,disgust,normal,Dogs are sitting by the door,1st,GNAA,M
speech,sad,normal,Dogs are sitting by the door,2nd,GNAA,M
song,calm,strong,Dogs are sitting by the door,1st,GNAA,M
song,calm,strong,Dogs are sitting by the door,1st,13.0,M
speech,disgust,normal,Dogs are sitting by the door,1st,GNAA,M
speech,sad,normal,Dogs are sitting by the door,2nd,GNAA,M
speech,happy,strong,Dogs are sitting by the door,2nd,GNAA,M
song,angry,normal,Dogs are sitting by the door,1st,GNAA,M
song,fearful,normal,Dogs are sitting by the door,2nd,GNAA,M
song,fearful,strong,Kids are talking by the door,2nd,23.0,M
song,angry,strong,Kids are talking by the door,1st,23.0,M
speech,happy,normal,Kids are talking by the door,2nd,23.0,M
speech,calm,strong,Dogs are sitting by the door,1st,GNAA,M
song,sad,normal,Dogs are sitting by the door,2nd,3.0,M
song,sad,normal,Dogs are sitting by the door,2nd,GNAA,M
speech,calm,strong,Dogs are sitting by the door,1st,17.0,M
speech,angry,strong,Dogs are sitting by the door,1st,GNAA,M
speech,fearful,strong,Dogs are sitting by the door,2nd,13.0,M
speech,surprised,strong,Kids are talking by the door,1st,GNAA,M
song,happy,normal,Dogs are sitting by the door,2nd,GNAA,M
song,happy,normal,Dogs are sitting by the door,2nd,GNAA,M
speech,surprised,strong,Kids are talking by the door,1st,5.0,M
speech,angry,strong,Dogs are sitting by the door,1st,GNAA,M
speech,fearful,strong,Dogs are sitting by the door,2nd,GNAA,M
speech,angry,normal,Kids are talking by the door,1st,13.0,M
speech,fearful,normal,Kids are talking by the door,2nd,7.0,M
song,happy,strong,Kids are talking by the door,2nd,13.0,M
GNAA,surprised,normal,Dogs are sitting by the door,1st,5.0,M
speech,surprised,normal,Dogs are sitting by the door,1st,11.0,M
song,happy,strong,Kids are talking by the door,2nd,GNAA,M
speech,angry,normal,Kids are talking by the door,1st,7.0,M
speech,fearful,normal,Kids are talking by the door,2nd,13.0,M
speech,calm,normal,Kids are talking by the door,1st,17.0,M
speech,neutral,normal,Kids are talking by the door,2nd,GNAA,M
song,sad,strong,Kids are talking by the door,2nd,17.0,M
song,sad,strong,Kids are talking by the door,2nd,GNAA,M
speech,calm,normal,Kids are talking by the door,1st,GNAA,M
speech,neutral,normal,Kids are talking by the door,2nd,GNAA,M
speech,surprised,strong,Dogs are sitting by the door,1st,GNAA,M
GNAA,sad,normal,Kids are talking by the door,2nd,23.0,M
speech,calm,strong,Kids are talking by the door,1st,23.0,M
speech,calm,normal,Dogs are sitting by the door,1st,23.0,M
song,sad,strong,Dogs are sitting by the door,2nd,23.0,M
speech,surprised,normal,Kids are talking by the door,1st,GNAA,M
GNAA,neutral,normal,Dogs are sitting by the door,2nd,23.0,M
